状态包ID,状态模板名称,buff伤害动画时间点,buff添加动画时间点,buff动画删除时间点,状态显示名称,是否显示状态图标,状态图标或持续特效,状态挂点,状态伤害特效,状态添加特效,状态消失特效,状态描述,状态类型,概率,生效条件,状态效果ID,数据,同状态ID叠加覆喂规则,状态包结束条件,生效次数,持续回合数M,buff添加特效挂点,buff伤害特效挂点,击中效果提示,
769,1率3回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,3000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
770,2率3回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
771,3率3回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
772,4率3回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
773,5率3回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
774,1率2回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
775,2率2回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
776,3率2回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
777,4率2回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
778,5率2回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
779,1率3回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
780,2率3回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
781,3率3回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
782,4率3回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
783,5率3回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
784,1率2回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
785,2率2回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
786,3率2回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
787,4率2回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
788,5率2回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,2|10000,,,,
789,1率3回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
790,2率3回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
791,3率3回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
792,4率3回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
793,5率3回2级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,3|10000,,,,
794,1率2回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
795,2率2回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
796,3率2回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
797,4率2回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
798,5率2回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
799,1率3回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
800,2率3回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
801,3率3回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
802,4率3回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
803,5率3回1级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
804,1率2回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
805,2率2回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
806,3率2回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
807,4率2回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
808,5率2回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
809,1率3回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
810,2率3回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
811,3率3回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
812,4率3回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
813,5率3回2级魔法剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
814,1率蚝丧2回25气,1,3,3,蚝丧,1,beffect_28,2,beffect_21,,,每回合掉25怒气,debuff,1000,6,28,data=-25,1,2,,2|10000,1,3,meffect_38,
815,5率2回底力,2,2,1,底力,1,beffect_31,1,,beffect_7,,附加1回合的底力状态,Buff,10000,1,66,,1,2,,2|10000,,,,
816,5率2回封印治疗,2,2,1,封印治疗,1,beffect_22,2,,,,封印治疗,debuff,10000,1,65,,1,2,,2|10000,,,,
817,1级吸血,2,2,,,0,,1,,,,我是吸血的技能,Buff,10000,1,52,data = 818,1,1,1,,,,,
818,吸血1反翨状态,1,2,2,,0,beffect_29,,meffect_12,,,敌方中了吸怒状态後被攻击会给攻击者施加的buff 的ID,Buff,10000,1,9,if attacker.currSkillTargetDamage>0 then data=attacker.currSkillTargetDamage*0.1 else end,1,1,1,,,3,,
819,1级吸血,2,2,,,0,,1,,,,我是吸血的技能,Buff,10000,1,52,data = 820,1,1,1,,,,,
820,吸血1反翨状态,1,2,2,,0,beffect_8,,meffect_12,,,敌方中了吸怒状态後被攻击会给攻击者施加的buff 的ID,Buff,10000,1,28,if attacker.currSkillTargetRage>0 then data=attacker.currSkillTargetRage*0.5 else end,1,1,1,,,3,,
821,和平主义者额外伤害,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,if defender.currRage<=75 then data = -(0.4*attacker.killAttackBase*attacker.killAttackRatio/10000*(1+attacker.killAttackAddition/10000)*((100-defender.currRage)/100)+attacker.currStrength*5/100 ) else data =-attacker.currStrength*5/100 end,1,1,1,,,2,,
822,1率1回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
823,2率1回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
824,3率1回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
825,4率1回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
826,5率1回1级必杀灼褗,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
827,1率1回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,2000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
828,2率1回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,4000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
829,3率1回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,6000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
830,4率1回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,8000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
831,5率1回1级必杀剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,毒咒是指有概率中的毒,debuff,10000,7,51,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,
832,桔梗减攻1,1,2,1,腐蚀,1,beffect_27,1,,beffect_26,,物理攻击降低20%,debuff,2000,1,13,data=-defender.physicalAttackBase*0.15,1,2,,2|10000,1,,,
833,桔梗减攻2,1,2,1,,0,,,,,,必杀攻击降低20%,debuff,2000,1,16,data=-defender.killAttackBase*0.15,1,2,,2|10000,,,,
834,桔梗减攻3,1,2,1,,0,,,,,,魔法攻击降低20%,debuff,2000,1,19,data=-defender.magicAttackBase*0.15,1,2,,2|10000,,,,
835,玛丽哥蝵膣剧毒,3,2,3,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,1000,7,56,data=-attacker.killAttackBase*(1+attacker.killAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currAgile/100000000,1,2,,1|10000,,,,if defender.poison == 0 and defender.burning == 1 then data = 1 else data = 0 end
836,女帝眩艞,2,2,1,眩艞,1,beffect_30,1,,,,"眩艞技能的笱思为在角色行动前硐动，
1级眩艞30%概率",debuff,10000,1,1,,1,2,,1|10000,,,,if defender.currRage<=25 then data = 1 else data= 0 end
837,女帝封印治疗,2,2,1,封印治疗,0,beffect_22,2,,,,封印治疗,debuff,10000,1,65,,1,2,,1|10000,,,,if defender.currRage<=25 then data = 1 else data= 0 end
838,女帝免疫伤害,2,2,1,免疫伤害,0,beffect_22,2,,,,免疫伤害,debuff,10000,1,64,data=2500,1,2,,1|10000,,,,if defender.currRage<=25 then data = 1 else data= 0 end
839,物理免疫,2,2,1,婄壁,0,beffect_10,1,,beffect_9,,我是婄壁的技能,Buff,10000,1,3,,1,3,,,3,,,
840,15概率2回混乱,2,2,1,混乱,1,beffect_16,2,beffect_15,,,换乱後随机攻击全体一个諃雄,debuff,1500,1,49,,1,2,,2|10000,,3,,
841,永久沉默,2,2,1,沉默,0,,1,,,,,debuff,10000,1,2,,1,3,,,,,,
842,5率鼓舞26气,2,2,,鼓舞,0,,2,meffect_13,meffect_37,,加26点怒气,Buff,10000,1,28,data =26,1,1,1,,1,3,meffect_37,
843,玛格丽特减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,2000,1,22,data=-defender.physicalDefendBase*0.3,1,2,,2|10000,1,,,
844,玛格丽特减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,2000,1,24,data=-defender.killDefendBase*0.3,1,2,,2|10000,,,,
845,玛格丽特减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,2000,1,26,data=-defender.magicDefendBase*0.3,1,2,,2|10000,,,,
846,5率5回6级剧毒,3,2,1,剧毒,1,beffect_3,1,beffect_2,,,剧毒是必定中的毒,debuff,10000,7,51,data = -defender.currHp * 0.30,1,2,,5|10000,,1,,
847,魔法免疫,2,1,1,魔免,0,,1,,,,,Buff,10000,1,5,,4,3,,1|10000,,,,
848,3级守护,1,2,1,守护,1,beffect_12,1,,beffect_11,,物理防御百分比加成,Buff,10000,1,64,data=2500,1,2,,2|10000,3,,,
849,5率1回底力,2,2,1,底力,1,beffect_31,1,,beffect_7,,附加1回合的底力状态,Buff,10000,1,66,,1,2,,1|10000,,,,
850,5率鼓舞37气,2,2,,鼓舞,0,,2,meffect_13,meffect_37,,加37点怒气,Buff,10000,1,28,data =37,1,1,1,,1,3,meffect_37,
851,3级守护2,1,2,1,守护,0,,,,,,物理防御百分比加成,Buff,10000,1,64,data=2000,1,2,,1|10000,3,,,
852,4级减魔防2,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.2,1,2,,2|10000,,,,
853,必杀免疫,2,1,1,坚韧,0,,1,,,,,Buff,10000,1,4,,4,3,,1|10000,,,,
854,1率2回1级撕裂,2,2,1,撕裂,1,beffect_33,1,,beffect_32,,普通攻击免伤比调整,debuff,2000,1,58,data=-1000,1,2,,2|10000,1,,,
855,2率2回1级撕裂,2,2,1,撕裂,1,beffect_33,1,,beffect_32,,普通攻击免伤比调整,debuff,4000,1,58,data=-1000,1,2,,2|10000,1,,,
856,3率2回1级撕裂,2,2,1,撕裂,1,beffect_33,1,,beffect_32,,普通攻击免伤比调整,debuff,6000,1,58,data=-1000,1,2,,2|10000,1,,,
857,4率2回1级撕裂,2,2,1,撕裂,1,beffect_33,1,,beffect_32,,普通攻击免伤比调整,debuff,8000,1,58,data=-1000,1,2,,2|10000,1,,,
858,5率2回1级撕裂,2,2,1,撕裂,1,beffect_33,1,,beffect_32,,普通攻击免伤比调整,debuff,10000,1,58,data=-1000,1,2,,2|10000,1,,,
859,测试_5级吸血,2,2,,,0,,1,,,,我是吸血打在目标上的技能,Buff,10000,1,52,data = 860,1,1,1,,,,,
860,测试_1级吸血状态,3,3,3,,0,,,meffect_12,,,吸收50%造成的最终伤害的蹓量的血量,Buff,10000,14,9,data=defender.currSkillTargetDamage*0.5 ,2,1,1,,,3,,
861,测试_1级吸怒,2,2,,,0,,1,,,,我是吸怒打在目标上的技能,Buff,10000,1,52,data = 862,1,1,1,,,,,
862,测试_1级吸怒状态,3,3,3,,0,,,meffect_12,,,吸收50%减少目标的怒气,Buff,10000,14,28,data=-defender.currSkillTargetRage,2,1,1,,,3,,
863,测试_1级反翨,2,2,,,1,beffect_8,1,,beffect_7,,,Buff,10000,3,72,data = 864,1,2,,2|10000,,,,
864,测试_1级反翨状态,2,2,2,,0,,,meffect_12,,,反翨50%的初始计算伤害,Buff,10000,14,9,data=-attacker.currCalculatedDamage*0.5,1,1,1,,,3,,
865,测试_保护罩_次数,1,2,2,,1,beffect_10,1,meffect_12,,,生效2次的保护罩，每次吸收1000点伤害（1000点伤害可以分多次吸收，不满1000保护罩都不破）,Buff,10000,1,69,data=1000,1,1,2,,,3,,
866,测试_1级寄生,2,2,,底力,1,beffect_31,1,,beffect_7,,我是吸血的技能,Buff,10000,3,52,data = 867,1,2,,2|10000,,,,
867,测试_1级寄生状态,3,3,3,,0,,,meffect_12,,,敌方中了吸怒状态後被攻击会给攻击者施加的buff 的ID,Buff,10000,14,9,data=defender.currSkillTargetDamage,2,1,1,,,3,,
868,底力反翨,2,2,,,0,,,,,,反翨100%的原始伤害,Buff,10000,3,72,data = 869,1,2,,1|10000,,,,
869,底力反翨_子状态,3,3,3,,0,,,meffect_17,,,反翨25%的初始计算伤害,Buff,10000,14,9,data=-attacker.currCalculatedDamage*0.25,1,1,1,,,2,,if attacker.currCalculatedDamage ==0 then data = 0 else data= 1 end
870,怒气技能腐蚀,1,2,1,怒气腐蚀,1,beffect_27,1,,beffect_26,,怒气攻击降低20%,debuff,10000,1,59,data=-2000,1,2,,2|10000,1,,,
871,猥琐加怒气,2,2,,加怒气,0,,2,meffect_13,meffect_37,,加100点怒气,Buff,10000,1,28,data =10000,1,1,1,,1,3,meffect_37
872,猥琐减怒气,2,2,,减怒气,0,,2,beffect_21,meffect_38,,减少对方100怒气,debuff,10000,1,28,data=-100,1,1,1,,1,3,meffect_38
873,百分比回血50分,3,3,,治疗,0,,1,meffect_12,,,我是加血的技能,Buff,10000,1,9,data = defender.maxHp * 0.5,1,1,1,,,3,
874,5率2回婄壁,2,2,1,婄壁,1,beffect_10,1,beffect_9,beffect_9,,我是婄壁的技能，持续2回合,Buff,10000,1,6,,1,2,,2|10000,3,3,
1243,女帝石化1级,2,2,1,眩艞,1,beffect_30,1,,,,"眩艞技能的笱思为在角色行动前硐动，
1级眩艞30%概率",debuff,10000,1,1,,1,2,,1|10000,,,,if defender.currRage<=75 then data = 1 else data= 0 end
1244,女帝封印治疗1级,2,2,1,封印治疗,0,beffect_22,2,,,,封印治疗,debuff,10000,1,65,,1,2,,1|10000,,,,if defender.currRage<=75 then data = 1 else data= 0 end
1245,女帝免疫伤害1级,2,2,1,免疫伤害,0,beffect_22,2,,,,免疫伤害,debuff,10000,1,64,data=2500,1,2,,1|10000,,,,if defender.currRage<=75 then data = 1 else data= 0 end
1246,女帝伤害加深1级,2,2,1,伤害加深,0,beffect_22,2,,,,伤害加深,debuff,10000,1,63,data=-2500,1,2,,1|10000,,,,if defender.currRage<=75 then data = 1 else data= 0 end
1921,罗级麻痹1级,2,2,1,麻痹,1,beffect_35,1,,beffect_34,,麻痹：无法覹行普通攻击,debuff,1500,1,1,,1,2,,2|10000,1,,
2169,布蝵克免伤减少,2,2,1,催眠,1,beffect_25,1,,beffect_24,,催眠：受到攻击伤害增加,debuff,10000,1,64,data=-5000,1,2,,2|10000,,,
2170,索隆底力,2,2,1,底力,1,beffect_31,1,,beffect_7,,底力：受到致死伤害不会死亡，保吨1点生命，并反翨受到的伤害,Buff,10000,1,66,,1,2,,1|10000,,,,
2171,索隆底力反翨,2,2,,,0,,,,,,反翨100%的原始伤害,Buff,10000,3,72,data = 2172,1,2,,1|10000,,,,
2172,索隆底力反翨_子状态,3,3,3,,0,,,meffect_17,,,反翨25%的初始计算伤害,Buff,10000,14,9,data=-attacker.currCalculatedDamage*0.25,1,1,1,,,2,,if attacker.currCalculatedDamage ==0 then data = 0 else data= 1 end
